imageID,Image,Pitch,Yaw,Roll,Eye Aspect Ratio,Mouth Aspect Ratio,Occ_au_1,Occ_au_2,Occ_au_3,Occ_au_4,Occ_au_6,Occ_au_9,Occ_au_12,Occ_au_20,Occ_au_28,imageDBName,imageCat,lookup_key
145,G1Neu2BW.bmp,-2.268819280004506,8.198144657925916,0.016100423489456606,0.8824453141059828,0.5092611476672856,0.4834793429105641,0.6014339946910225,0.06144870089390624,0.0036884182025346242,0.009087001369705878,1.9024125651283587e-05,0.01324004775844502,0.012197391447367556,0.057267310033870956,,2,nan
146,G1PosBW.bmp,2.271587875650395,1.5037238421082952,-0.020475706459509246,0.8445426265438162,0.5642691923371507,0.6049615147176267,0.1563295357988032,0.10069774136543597,0.7513978872650156,0.9607863878784173,0.053498321208820275,0.8273652077948328,0.9148088986369277,0.011352344592368417,G1,3,G1Pos
147,G2NegBw.bmp,3.484736684322204,-9.805429676295319,0.1197432632761974,0.8632207106637679,0.5270703861578749,0.6478369710552205,0.2630484781922997,0.5376818063933039,0.04484877264179143,0.968546014922162,0.12160530473131345,0.7180450022307093,0.49973397547579074,0.01948254223958933,G2,1,G2Neg
148,G2NeuBW.bmp,6.154751240081484,5.2368978050764365,-0.012560400325983071,0.9172402992185018,0.5031582346475455,0.8208451666382461,0.3189971579264866,0.0255494353742215,0.0017486371176912083,0.0029939971970087847,2.686777039646074e-05,0.004314820849521828,0.004094269151064646,0.3547360882406114,G2,2,G2Neu
149,G2PosBW.bmp,-10.710546841124984,8.054486379608024,-0.015759431213736304,0.835357225544785,0.5068299955463853,0.6800940776392135,0.628476552805578,0.04182608616460997,0.004320812638185716,0.08507056853856859,1.4672910687759188e-05,0.42911071901916154,0.03826637595496046,0.23596848554940097,G2,3,G2Pos
153,G4NegBw.bmp,-11.727027389444942,0.17943025574099858,-0.019952279113651654,0.7403630943609314,0.5151442979945693,0.5338618211182964,0.09279139971998854,0.7567330397353631,0.7532569930271726,0.9951071434227459,0.6013572806471865,0.6387904830456441,0.6043662363704247,0.0021933311448564747,G4,1,G4Neg
154,G4NeuBW.bmp,-6.147667331224918,4.167688425376955,-0.1341816173287013,0.8309389805195914,0.5103208942032527,0.900912395101785,0.8708310079358496,0.17326165691572437,0.004291264893230846,0.012222448464671482,3.242193147399426e-06,0.0028429277685213675,0.003175128487532262,0.04413984154801972,G4,2,G4Neu
155,G4PosBW.bmp,-8.693151462997752,9.039424777331435,0.05511410377461065,0.8420419428322365,0.5450418496021878,0.30468110330061904,0.31101472440194533,0.19836913126202074,0.021442411458776976,0.9349329552134452,0.0005233360636929514,0.88242451864615,0.26995585743401024,0.03613918563555376,G4,3,G4Pos
157,G5NeuBW.bmp,-5.368538253960138,7.1218618203532875,0.20002758820542568,0.8668874156606223,0.5185732184281902,0.7818833497767084,0.882352432387596,0.19234880973552515,0.015240351199790817,0.018589623421556394,7.769412733171449e-05,0.04260501069016849,0.2685333877310906,0.011387011689943079,G5,2,G5Neu
159,G5PosBW.bmp,-9.195369801200442,5.750672204964664,0.1467932157670458,0.796751321480182,0.5176672168962269,0.9169454310659055,0.93716897749675,0.06376561700871566,0.36568278465105375,0.4589968503207656,0.03485945006706666,0.6905065101013502,0.4645116366091741,0.02597751749602087,G5,3,G5Pos
160,G6NegBW.bmp,14.895806994532776,3.1091673454821156,0.031229802940536115,0.8003652032492895,0.5700237770541684,0.9255069791299309,0.5872959707803913,0.8254559104495088,0.027567611602885702,0.03942645935971092,0.0012538050849581215,0.002878638635366016,0.08072776959829592,0.47634296859719677,G6,1,G6Neg
161,G6NeuBW.bmp,15.393412468381463,3.012288082768098,-0.019632487402747076,0.9089932319578891,0.5130064874750313,0.7870922031552507,0.518251773927719,0.2774125430766021,0.002771390041380068,0.0166695836668934,4.997168712687199e-06,0.02587667941043436,0.012731533818324973,0.08704527046229456,G6,2,G6Neu
162,G6PosBW.bmp,17.980797000089233,2.2792429721888015,-0.012240434588030698,0.8521672293729481,0.5677384144438826,0.6565419247765374,0.6344552511649559,0.3908622285497166,0.06900133110729544,0.3365918049310257,0.022206395454524002,0.3060298883487091,0.42049796002879153,0.0017392452698040118,G6,3,G6Pos
163,G7NeuBW.bmp,-4.508859841958636,-0.6811073656120035,-0.016211522699647922,0.844477671856626,0.5045716711733703,0.8712639897674374,0.948762513179746,0.041118323086229064,0.029452442908201232,0.006655782008926967,1.4923143241939597e-05,0.0010205312397354122,0.007227666488640926,0.013008780620281723,G7,2,G7Neu
164,G8NegBW.bmp,-10.81776231610602,3.9404280329805443,-0.0429147775486515,0.7449924132962595,0.5154273334840003,0.5632402150385147,0.05911297747895953,0.2080874173606804,0.33653119229986556,0.8144289252295482,0.025113224958492126,0.41942233953429897,0.09168835697340817,0.4503615089567871,G8,1,G8Neg
165,G8NeuBW.bmp,2.9495567730563157,1.6510500278403029,-0.046068929763378653,0.9087892178031111,0.5069566375863269,0.9589609757450561,0.9757871354423344,0.7867302875663078,0.00849734503643777,0.11718344355528576,5.7578052479303485e-05,0.05536977924458571,0.005518830351108468,0.26915262171202936,G8,2,G8Neu
166,G8PosBW.bmp,2.0045234616695264,2.2309129994915784,-0.026120049038388677,0.8117005170985911,0.5595778970892766,0.9393319167695339,0.6881135937886598,0.7348766592016197,0.414560431804494,0.9953628910295848,0.8161949669073527,0.979147973034562,0.5385337145614634,0.0008626556457909202,G8,3,G8Pos
167,G9NegBW.bmp,8.62099418196482,0.30122326014761347,-0.040844002978669657,0.8903262052819044,0.4933031303605382,0.23879219471585028,0.05106745351630301,0.19432153641819014,0.42121721399330436,0.6705281142540381,0.021722388907764515,0.0618944741776608,0.17618898715174988,0.7960792244003847,G9,1,G9Neg
170,G10NegBW.bmp,-3.4200133930253287,1.9620842324519965,0.024127153813724177,0.745915712661906,0.5175206623329877,0.4007809218405734,0.11438878035770905,0.9918363274129736,0.9987780747361086,0.9974003857257235,0.8715408634132823,0.238256985432881,0.8959254162394994,0.016155559233488683,G10,1,G10Neg
172,G10PosBW.bmp,10.42019473278977,6.31875317441448,0.12444034847517034,0.7890304176938341,0.5321933782679019,0.8509346180661204,0.928919333905492,0.06740861158603635,0.03688216493771875,0.9259638157579068,0.009774764182365309,0.9947409209133248,0.3011667728005605,0.002907181526864691,G10,3,G10Pos
177,G11PosBW.bmp,-9.303078117339098,-0.45019744692659486,0.0014416392116521405,0.7861475156583324,0.5235238721528357,0.8496301738389019,0.8050414027901388,0.07159038218337052,0.07028567844025752,0.5441154545134179,0.0035592407433603984,0.9712679766449603,0.33338146570531324,0.03129330081693594,G11,3,G11Pos
178,G12NegBW.bmp,-18.98617446269115,2.508396924947906,-0.05235119449901953,0.6600171049263059,0.5751669253951147,0.27455978918255125,0.3333979925213214,0.8800058213781761,0.8994546545881897,0.9165728858613243,0.2898180674827088,0.916449533526587,0.818601532128043,0.06300271801070541,G12,1,G12Neg
179,G12NeuBW.bmp,-7.563140323426369,2.0048487601124156,-0.05168377562474999,0.8196285659605964,0.4977015880223496,0.7503452921280034,0.7810219594017686,0.08576089207917968,0.0006697874007698848,0.01458550061425269,1.5146518379714596e-05,0.003584020320352926,0.024415350767142848,0.04065427157929049,G12,2,G12Neu
181,G12PosBW.bmp,-11.395726715626454,7.695906836644512,0.15343932939656887,0.7108964568605122,0.6071883741621965,0.6604240744852636,0.5853023851874947,0.4350884786111637,0.2919494389831471,0.9543266591732115,0.008860163788577222,0.38731059436310133,0.5442428042948584,0.028238207765386655,G12,3,G12Pos
182,G13NegBW.bmp,-17.902294629564537,14.064974144256647,-0.06859950060647244,0.8082322556678242,0.49822699842820856,0.6102281885011644,0.4734425491557617,0.09677770646656947,0.055770178895437734,0.01666895543606139,0.025612293945735155,0.004304328797872017,0.07049183613368004,0.01775429736451837,G13,1,G13Neg
183,G13NeuBW.bmp,17.160176392460528,0.2923333332512843,-0.09498571591205308,0.9122000274317585,0.5105581650277999,0.2505723150365623,0.4399971130928941,0.1968865160304258,0.00600488273867365,0.04228128006334522,0.0003477340401254972,0.008296630358495332,0.00914639251207527,0.017693152754363218,G13,2,G13Neu
184,G13PosBW.bmp,17.125922110196147,3.034766205290836,-0.07931338626674403,0.8949739267000048,0.5422956773417196,0.3380113672421913,0.17755173920482564,0.11375072449774325,0.03345905400291421,0.7494199876404162,0.0004022941138308463,0.23962367233861773,0.6877170385752981,0.0011770690259530535,G13,3,G13Pos
185,G14NegBW.bmp,-1.7266073666358777,8.955964613154984,0.2329341587491443,0.7735192765263212,0.5603622701529539,0.30100978163253883,0.3635554459115896,0.42550826931689834,0.7972342629858786,0.26872457943753997,0.051455336185417304,0.09216696886411829,0.605918772543051,0.050547194907699655,G14,1,G14Neg
186,G14NeuBW.bmp,-0.3411129800548734,5.174596003501575,0.0735807548917087,0.9017813376746399,0.5147483285906167,0.4613531391504585,0.4383735563957109,0.02255088221760778,0.003983287313843802,0.0036031376935112005,9.11299073627837e-06,0.009771200600168938,0.004459533791812396,0.01928846892008992,G14,2,G14Neu
187,G14PosBW.bmp,-3.3902253679239105,2.9976513623919043,0.023883160668011563,0.8264723155920367,0.6043287125801861,0.8746193252110954,0.798790843500793,0.1894200211146677,0.015480980383547324,0.4937532165795412,9.325982675346168e-05,0.8730796067765934,0.6067287136463315,0.01883379249539472,G14,3,G14Pos
