imageID,Image,Occ_au_1,Occ_au_2,Occ_au_4,Occ_au_6,Occ_au_7,Occ_au_10,Occ_au_12,Occ_au_14,Occ_au_15,Occ_au_17,Occ_au_23,Occ_au_24,imageDBName,imageCat,lookup_key
148,G2NeuBW.bmp,0.1930294781923294,0.016997924,8.488546671125974e-11,2.305232014391395e-13,0.011330734007060528,5.607937509921612e-06,7.402538651501978e-12,0.002270808,2.907753332692664e-05,6.86186904204078e-05,3.05469729937613e-05,4.0022141156725866e-09,G2,2,G2Neu
149,G2PosBW.bmp,0.15759927034378052,0.014504199847579002,4.7698677008156665e-08,8.809976861812174e-06,0.8199669122695923,9.214156307280064e-05,0.10839687287807465,0.043935179710388184,1.3761402328782424e-07,2.459300958435051e-05,0.06076175,4.379639879925623e-12,G2,3,G2Pos
153,G4NegBw.bmp,0.001660611,1.1990856364718638e-05,0.002307833,0.9997096657752991,0.9998087286949158,0.9956274032592773,0.9117998480796814,0.031352680176496506,2.732928260229528e-05,3.823767691368829e-11,0.061547197,1.5275456632934947e-07,G4,1,G4Neg
154,G4NeuBW.bmp,0.442918599,0.9928184747695923,6.383731321335517e-10,5.220751097872924e-15,0.001253065,0.002034044,1.405670991516672e-05,0.000612454,1.66423233167734e-05,9.856304661326476e-10,0.001319606,2.0777958346929193e-12,G4,2,G4Neu
155,G4PosBW.bmp,0.18581001460552216,0.14910760521888733,0.000214822,0.9819628596305847,0.99959451,0.9999146461486816,0.9999988675117493,0.4461953043937683,8.882950351107866e-05,6.8231841211146074e-15,0.29490914940834045,8.531071052223557e-15,G4,3,G4Pos
157,G5NeuBW.bmp,0.07898315,0.7970685362815857,1.5340508377481576e-11,3.0476012824465215e-08,0.9994912147521973,0.009029163,5.7119427765428554e-06,0.006353629,3.8511228922288865e-05,2.44506165314462e-10,0.1397608369588852,3.658864959481153e-16,G5,2,G5Neu
159,G5PosBW.bmp,0.035331041,0.012761806137859821,1.6905228952812656e-11,0.43682825565338135,0.9999993443489075,0.9745259881019592,0.937630296,0.011513021,4.674969886764302e-07,3.243592894275338e-11,0.11067333817481995,3.1663254375195737e-13,G5,3,G5Pos
160,G6NegBW.bmp,0.000755774,0.1377582550048828,1.487264626121032e-06,0.000148949,0.9962286949157715,0.022392271,1.645237603042915e-06,0.1979644000530243,0.19817014038562775,2.1362158804549836e-05,0.026018245,4.711271928137251e-10,G6,1,G6Neg
161,G6NeuBW.bmp,0.074700139,0.14877043664455414,2.186305997353699e-11,5.433993237602408e-07,0.1584085077047348,0.026469428092241287,0.001542981,0.076590277,1.627340679988265e-07,2.3199877349083797e-12,1.5996272395568667e-07,4.206748560608986e-10,G6,2,G6Neu
162,G6PosBW.bmp,0.008657975,0.8067067861557007,6.369883465140447e-08,0.99535203,0.9999975562095642,0.015172146260738373,0.4319985806941986,0.23706895112991333,6.6951257871039616e-09,4.261408934058686e-12,5.106576645630412e-05,5.890558223489717e-13,G6,3,G6Pos
163,G7NeuBW.bmp,0.014906721,0.10786952078342438,1.774726797520998e-06,3.0509501812048256e-05,0.9339698553085327,0.000501586,6.718647114212217e-07,0.002268957,0.003267095,3.9136863194677574e-10,1.0159498742723372e-05,3.1454042925815884e-08,G7,2,G7Neu
164,G8NegBW.bmp,0.009283733,0.012508398853242397,6.86603962094523e-05,0.5207883715629578,0.9999976754188538,0.003757532,0.2828272581100464,0.6197904944419861,3.369311161804944e-05,3.6987642115793307e-11,1.6540509761853173e-07,8.564048775694388e-12,G8,1,G8Neg
165,G8NeuBW.bmp,0.410585493,0.9998725652694702,1.4410896920225014e-09,1.564150835520195e-07,0.21623380482196808,6.507249281639815e-07,2.7878698460881424e-08,0.000893997,2.881564114431967e-06,3.163461997246486e-06,1.5394383012790058e-07,2.4162380429793018e-11,G8,2,G8Neu
166,G8PosBW.bmp,0.1540188491344452,0.000650562,1.2637351574085187e-05,0.2968766689300537,1,0.9999996423721313,0.9998456835746765,0.9998236894607544,1.2740639476760407e-06,0.010953567922115326,6.288116128416732e-05,4.198093872531672e-09,G8,3,G8Pos
167,G9NegBW.bmp,0.010707599110901356,0.004083984,0.001252776,0.007579774,0.2801961600780487,0.023563467,6.87835621793198e-10,0.001977705,0.003365787,6.521105387946591e-05,0.5936110019683838,2.670482057709478e-09,G9,1,G9Neg
170,G10NegBW.bmp,0.044007532,1.0567885055934312e-06,0.015014818869531155,0.99998647,1,0.9764906764030457,0.070354484,0.9997713565826416,4.079757420782926e-09,2.1931576554834464e-09,0.001967059,2.0961788038675877e-07,G10,1,G10Neg
172,G10PosBW.bmp,0.8610277771949768,0.7274289727210999,4.15116228396073e-05,0.997011662,0.9995743632316589,0.005943237,0.4117632806301117,0.8495286107063293,4.594584879669128e-06,7.82948150757079e-10,0.000139828,7.804786039732146e-15,G10,3,G10Pos
177,G11PosBW.bmp,0.1647607535123825,0.000687545,1.9465037220944836e-11,0.663677454,0.773954451,0.9237826466560364,1,0.9010374546051025,7.555755132671038e-09,8.265807482921161e-11,3.0510665965266526e-05,1.439246884936781e-16,G11,3,G11Pos
178,G12NegBW.bmp,0.011435855,1.0834214236865591e-07,0.034085181,0.9951796531677246,0.9999232888221741,0.025774684,0.9998012781143188,0.9999999403953552,1.2322911970841233e-05,0.000111853,0.000226942,5.631495825220156e-10,G12,1,G12Neg
179,G12NeuBW.bmp,0.074233942,0.061843305826187134,2.670675894478336e-05,2.425985456966373e-08,0.9774956703186035,0.16753944754600525,0.015744429,0.006873409,1.1308879521720883e-07,7.123043821444242e-11,0.003947607,1.850460229491091e-08,G12,2,G12Neu
181,G12PosBW.bmp,0.012966199778020382,0.000292824,2.345119128221995e-06,0.9526375532150269,0.999997616,6.975467840675265e-06,0.11907768994569778,0.4514942765235901,0.005813438,4.631048795999959e-05,0.000323066,2.580314850675336e-09,G12,3,G12Pos
182,G13NegBW.bmp,0.11471270769834518,0.007435485,2.5224271666957065e-06,3.423112502787262e-05,0.9908882975578308,0.9855411648750305,0.001222428,0.15546472370624542,1.7487209333921783e-05,9.001907663730435e-09,0.12160568684339523,2.5847924916888587e-05,G13,1,G13Neg
183,G13NeuBW.bmp,0.1291043609380722,0.13629932701587677,3.649708378361538e-05,0.011870223097503185,0.8062781691551208,0.002229983,6.356133962981403e-05,0.033387002,0.001638757,1.642245166522116e-07,8.12649204817717e-07,8.207906830648426e-06,G13,2,G13Neu
184,G13PosBW.bmp,0.001054736,0.14345502853393555,4.6375682519438484e-17,0.35062330961227417,0.9999993443489075,0.000652952,0.033945382,0.9957576394081116,0.4834331274032593,8.005259388710328e-08,0.000148092,2.323995813499624e-12,G13,3,G13Pos
185,G14NegBW.bmp,0.009243775,2.11673577723559e-05,0.016859056428074837,0.5650783181190491,0.9999592900276184,0.9997592568397522,0.9472392797470093,0.047359813,0.000768273,7.944985225272205e-10,0.029846018,1.2672043969708113e-10,G14,1,G14Neg
186,G14NeuBW.bmp,0.06702812,0.3260188400745392,1.2771303979641768e-11,2.5583214852863366e-20,0.023475286,6.277817010413855e-05,3.486351138337618e-11,1.185187284136191e-05,6.836364718765253e-08,0.002402098,0.000740593,4.7074098574739764e-07,G14,2,G14Neu
187,G14PosBW.bmp,0.39675045013427734,0.9930015802383423,2.4004537024779893e-08,3.313396518933587e-05,0.999978244,0.073005714,0.999750018,0.065352403,2.568160925875418e-05,6.368836569237146e-09,0.000354474,7.045954209758962e-15,G14,3,G14Pos
